42234,43261
27128,90762,91989
39740,82241,88019
44066,66554,99380
44423,68821,96756
44615,69905,95480
45501,70501,93998
45817,80821,83362
47828,73893,87128
48714,78795,82491
49269,63825,96906
62678,62898,63791
10976,23878,87548,87598
10994,27274,85833,85899
10995,21758,88601,88646
11042,31007,83962,83989
11056,30152,84386,84406
11072,33552,82671,82705
11122,24359,87230,87289
11216,24119,87294,87371
11228,19569,89584,89619
11254,23756,87479,87511
11310,28432,85086,85172
11340,30725,83949,83986
11398,34406,82081,82115
11456,30039,84229,84276
11457,27888,85314,85341
11462,34481,82008,82049
11514,22979,87740,87767
11531,25595,86417,86457
11534,29572,84434,84460
11605,34184,82085,82126
11608,27066,85634,85692
11617,19541,89396,89446
11667,21949,88161,88223
11668,34786,81733,81813
11681,29389,84450,84480
11699,29251,84514,84536
11738,24579,86807,86876
11750,32614,82800,82836
11765,24181,87012,87042
11784,16705,90719,90792
11855,26439,85819,85887
11869,49179,51273,97679
11907,32039,83007,83047
11951,35008,81494,81547
11991,20743,88618,88648
12025,21666,88126,88183
12042,33455,82238,82265
12181,35162,81312,81345
12238,30619,83538,83605
12244,28939,84390,84427
12295,37182,80238,80285
12302,22799,87421,87478
12413,20605,88467,88515
12422,45419,52201,99958
12437,20257,88643,88663
12453,27550,84978,85019
12506,31250,83095,83149
12566,21971,87702,87761
12601,26023,85667,85709
12629,31336,83000,83035
12666,24809,86218,86307
12698,27969,84633,84700
12738,26112,85551,85599
12751,34400,81391,81458
12814,19730,88689,88767
12826,24309,86413,86452
12864,19689,88684,88763
12921,31878,82574,82627
12985,28397,84293,84325
13022,46823,50481,99674
13037,18547,89186,89230
13075,32577,82164,82184
13131,35943,80427,80499
13155,22605,87091,87149
13196,26182,85301,85321
13248,38403,79163,79186
13254,26264,85224,85258
13270,20206,88243,88281
13274,30597,83023,83106
13296,33370,81631,81703
13337,36522,80032,80109
13473,21413,87543,87571
13475,30874,82814,82837
13540,28860,83787,83813
13548,19625,88388,88439
13555,27252,84568,84625
13658,41398,77447,77497
13660,40406,77948,77986
13677,27420,84436,84467
13728,23594,86309,86369
13769,24532,85814,85885
13817,33426,81318,81439
13819,30330,82910,82941
13872,33230,81416,81482
13910,27972,84028,84090
13932,30181,82923,82964
13933,41948,77028,77091
13934,26076,84976,85014
13941,31900,82071,82088
13963,31299,82351,82387
14004,21270,87338,87388
14039,24108,85908,85945
14055,21111,87406,87428
14081,39623,78125,78171
14094,27551,84159,84196
14104,30832,82517,82547
14117,32656,81583,81644
14161,36501,79627,79711
14199,27725,83997,84079
14215,30857,82448,82480
14244,20603,87553,87600
14275,22334,86660,86731
14301,30545,82559,82595
14310,23603,86001,86086
14318,30179,82725,82778
14323,23998,85803,85876
14331,27877,83882,83910
14338,35179,80219,80264
14359,34000,80802,80839
14360,22359,86625,86656
14375,26851,84383,84391
14421,29509,83016,83054
14426,36718,79417,79439
14437,31262,82134,82167
14456,32223,81628,81693
14485,31174,82163,82178
14558,25545,84929,84968
14574,27756,83808,83862
14582,34027,80668,80723
14593,23239,86041,86127
14611,44302,53377,97710
14672,29813,82734,82781
14699,29636,82821,82844
14703,36445,79416,79436
14723,28905,83164,83208
14832,25785,84657,84726
14834,38142,78499,78525
14848,38988,78059,78105
14874,23737,85677,85712
14910,24275,85376,85439
14995,29811,82572,82622
15003,43738,75612,75647
15006,32535,81215,81244
15009,30110,82416,82465
15022,43542,63988,87448
15030,23307,85799,85864
15069,40396,77229,77306
15071,25036,84928,84965
15094,23419,85716,85771
15100,30837,82012,82051
15108,41838,76512,76542
15113,24839,85010,85038
15123,25016,84899,84962
15128,42484,54791,97597
15150,37498,78662,78690
15177,32432,81161,81230
15207,30199,82285,82309
15252,27367,83649,83732
15253,35653,79533,79561
15261,35633,79534,79572
15271,32342,81159,81228
15368,20543,87016,87073
15380,45274,74647,74699
15414,34992,79766,79828
15453,31177,81643,81727
15469,23186,85642,85703
15482,37838,78323,78357
15586,28948,82692,82774
15595,21708,86319,86378
15602,37577,78386,78435
15606,54613,69838,69943
15640,34001,80159,80200
15719,23499,85374,85408
15770,28842,82676,82712
15798,26053,84047,84102
15815,26094,84002,84089
15819,33675,80233,80273
15824,35479,79326,79371
15854,27529,83273,83344
15898,23456,85313,85333
15915,25607,84218,84260
15934,28189,82915,82962
15949,35549,79241,79261
15977,26874,83541,83608
15980,28212,82871,82937
16007,27322,83314,83357
16015,24278,84833,84874
16020,33133,80402,80445
16060,26310,83794,83836
16065,32476,80720,80739
16078,28452,82716,82754
16105,46989,47573,99333
16149,17991,87917,87943
16153,48196,72794,72857
16154,33713,80004,80129
16162,49721,52593,91524
16165,27392,83207,83236
16221,38224,77760,77795
16239,24387,84650,84724
16272,30918,81366,81444
16282,39146,77245,77327
16292,37140,78258,78310
16300,24547,84563,84590
16364,20420,86587,86629
16367,28270,82641,82722
16423,21511,85991,86075
16439,30690,81412,81459
16466,40881,76313,76340
16467,44154,50099,99280
16472,30862,81313,81353
16474,40542,76451,76533
16519,29929,81734,81818
16542,36622,78394,78442
16553,34844,79250,79353
16651,45055,74093,74201
16696,20825,86200,86279
16716,27077,83092,83115
16742,45856,73640,73762
16743,33109,80047,80101
16783,30136,81519,81562
16825,28158,82497,82520
16826,36388,78376,78410
16840,29470,81819,81871
16857,42043,75537,75563
16864,31991,80545,80600
16865,34413,79340,79382
16891,25999,83536,83574
16944,35967,78523,78566
16973,26646,83168,83213
16993,35577,78686,78744
16996,31557,80712,80735
17015,41279,75771,75935
17066,40929,75948,76057
17091,27871,82506,82532
17118,46888,46914,99080
17132,31919,80417,80532
17137,22832,84999,85032
17194,21651,85554,85601
17239,23678,84529,84554
17256,36630,78028,78086
17272,35381,78659,78688
17275,24057,84315,84353
17290,44231,74212,74267
17359,25815,83381,83445
17427,25715,83394,83464
17481,28643,81917,81959
17516,31078,80680,80726
17532,21302,85558,85608
17542,24091,84168,84199
17555,42998,49803,99644
17570,43220,74581,74629
17581,30758,80807,80854
17626,20440,85944,85990
17673,41249,75519,75559
17682,24985,83624,83709
17696,33641,79307,79356
17787,28048,82072,82093
17789,51536,70311,70364
17869,38852,76596,76683
17900,37450,77294,77356
17908,37036,77474,77582
17931,35414,78315,78340
17940,41365,75338,75357
17973,55867,67998,68162
17995,27285,82334,82386
18025,43810,74049,74116
18035,32941,79473,79551
18066,39274,76317,76343
18081,21181,85346,85392
18100,37176,77348,77376
18112,36759,77523,77606
18124,48877,71379,71620
18200,32033,79844,79923
18251,41660,75020,75069
18322,27041,82308,82329
18331,33685,78958,79026
18369,34834,78384,78413
18372,28067,81754,81807
18404,32773,79400,79423
18407,33386,79082,79125
18412,38918,76324,76346
18471,34982,78252,78295
18474,41064,75146,75316
18507,32943,79239,79311
18605,23914,83697,83784
18610,24606,83373,83411
18628,26756,82298,82318
18631,26155,82585,82629
18735,26552,82330,82383
18741,44824,73197,73238
18753,30149,80530,80568
18769,43993,48924,98314
18779,23418,83885,83918
18793,27572,81774,81861
18804,43465,73847,73884
18805,27474,81838,81883
18838,23514,83802,83846
18841,30407,80353,80399
18904,40557,75255,75284
18942,26106,82457,82495
19086,27042,81915,81957
19107,30668,80050,80175
19153,37315,76753,76779
19218,44176,73278,73328
19260,25973,82365,82402
19264,32555,79069,79112
19293,22324,84171,84212
19317,39005,75780,75898
19331,36076,77260,77333
19334,29994,80295,80377
19358,48428,71070,71144
19361,41610,74481,74548
19450,54368,68009,68173
19451,42134,74196,74219
19682,33788,78248,78282
19687,35556,77355,77402
19826,32904,78595,78675
19829,31971,79079,79121
19879,29166,80443,80512
19884,28018,81009,81089
19922,35374,77344,77360
19953,30697,79637,79713
19998,27552,81214,81236
20059,41349,74279,74313
20060,25339,82287,82314
20078,28056,80909,80957
20105,23792,83022,83081
20107,37142,76329,76422
20118,39968,74934,74980
20156,30773,79516,79555
20194,32042,78851,78913
20266,30493,79579,79662
20276,46776,71448,71500
20310,23988,82835,82867
20316,33623,77980,78081
20321,36880,76375,76424
20332,25582,82031,82055
20357,49646,69961,70036
20424,34060,77707,77809
20469,28616,80423,80492
20502,44310,72554,72634
20555,45537,71795,72113
20653,33928,77676,77743
20695,40297,74477,74531
20713,35622,76810,76855
20747,41148,74010,74095
20822,42523,73312,73343
20823,38605,75249,75323
20845,40887,74101,74167
20865,30662,79175,79298
20909,29580,79729,79782
20964,22006,83479,83551
20984,38759,75079,75178
20985,22596,83190,83229
21012,31008,78927,79053
21034,43460,72739,72767
21045,38959,74954,75042
21046,24507,82192,82255
21063,22540,83173,83224
21130,26459,81177,81234
21144,35301,76770,76785
21169,41662,73534,73635
21176,50030,50717,88077
21198,37869,75422,75511
21212,28956,79901,79931
21268,36102,76300,76330
21307,24789,81932,81972
21358,32871,77833,77938
21367,47212,70670,70751
21388,23999,82297,82316
21405,24494,82043,82058
21441,29038,79734,79787
21452,48922,51300,88326
21455,35880,76293,76372
21476,27979,80254,80291
21548,49751,51762,86939
21581,29583,79406,79430
21614,45333,71469,71584
21639,34612,76814,76935
21674,44868,71713,71745
21687,28361,79966,79986
21714,31151,78397,78738
21783,28655,79746,79816
21808,31359,78362,78471
21811,27695,80229,80265
21818,32500,77790,77892
21874,29168,79420,79538
21879,29651,79214,79256
21883,42784,72631,72702
21898,41388,73318,73396
21932,44886,71538,71644
21938,43099,72416,72547
21950,30763,78594,78693
21961,43395,50731,93913
21978,28718,79607,79697
21986,24124,81920,81970
21993,27269,80345,80393
22008,41792,46487,99713
22025,28121,79882,79972
22028,44642,71619,71711
22031,39223,74342,74404
22046,50599,68636,68719
22062,45599,71157,71182
22122,22971,82436,82471
22128,34245,76776,76851
22187,29592,79095,79126
22190,36101,75836,75873
22197,34371,76657,76775
22223,38193,74750,74834
22246,29420,79154,79180
22272,39237,74214,74277
22279,32809,77442,77470
22320,40884,73383,73413
22348,29911,78840,78901
22377,37916,74841,74866
22422,46648,70391,70539
22423,39145,74202,74230
22425,36660,75423,75492
22438,37437,74989,75136
22445,41312,46521,99722
22451,31585,77944,78020
22461,38042,74733,74764
22526,41526,72945,73003
22533,26434,80451,80582
22546,29074,79172,79208
22560,31917,77736,77787
22564,34129,76574,76733
22665,33025,77130,77180
22686,34477,76406,76431
22690,23160,82064,82086
22697,31964,77633,77706
22702,29940,78640,78718
22735,30215,78513,78537
22801,33375,76881,76943
22858,32197,77461,77484
22862,24939,81087,81112
22865,40705,73193,73237
22872,31450,77803,77875
22883,32778,77099,77240
22886,33774,76635,76705
22908,29170,78898,79024
22911,29108,78956,79025
22922,29590,78724,78764
22943,29870,78524,78663
22981,45758,70610,70651
22991,39665,73659,73685
22994,38279,74317,74410
23002,34766,76055,76177
23012,31326,77796,77866
23020,34524,76205,76251
23025,30649,78135,78191
23058,35163,75870,75909
23090,40795,73012,73103
23115,35357,75724,75804
23134,35669,75568,75629
23135,39397,73689,73779
23148,51891,67447,67514
23169,34908,75884,76039
23195,52806,66928,67071
23201,26796,79977,80026
23226,35237,75681,75856
23299,44912,70888,70901
23332,44256,71173,71239
23356,37071,74748,74825
23378,44135,71191,71296
23381,33014,76790,76815
23390,36054,75261,75295
23451,50710,67845,67994
23457,44235,71088,71220
23461,45133,70669,70737
23463,47769,69338,69430
23478,39057,73665,73800
23480,39873,73306,73341
23495,52883,66785,66837
23496,30221,78117,78166
23507,49371,68533,68589
23529,35833,75282,75356
23531,29807,78319,78343
23532,25753,80331,80384
23534,43699,71258,71509
23568,28081,79138,79213
23583,45287,70547,70583
23593,30219,78077,78111
23631,41302,72472,72595
23633,32456,76934,76977
23656,42366,71963,72015
23668,34017,76128,76187
23680,42913,71686,71721
23716,31166,77517,77601
23760,49258,68468,68514
23769,36438,74851,74942
23774,35895,75145,75186
23824,24371,80867,80938
23839,32118,76946,77097
23851,24296,80904,80949
23853,48145,68988,69014
23857,57939,64068,64136
23909,26275,79890,79926
23917,45813,70033,70237
23928,37458,74290,74324
23935,44090,70962,71013
23940,32201,76877,76982
23955,43920,71023,71102
23958,37637,74123,74282
23960,24416,80787,80837
23973,47057,69474,69496
23997,35917,75019,75067
24009,30228,77827,77936
24033,41422,72252,72293
24034,44288,70818,70860
24053,31783,77000,77164
24090,34890,75462,75558
24128,40349,72752,72771
24178,34599,75586,75637
24212,37160,74299,74329
24232,32431,76563,76774
24252,49191,68231,68326
24268,47074,69295,69363
24286,36386,74641,74687
24310,39988,72811,72891
24311,40126,54737,90826
24379,36464,74567,74590
24508,33246,76080,76166
24509,40751,72345,72395
24510,33720,75862,75908
24530,40252,72545,72673
24543,30390,77495,77572
24567,44179,70607,70647
24611,29462,77945,77982
24618,60100,62616,62666
24651,42223,71534,71592
24713,31632,76806,76849
24718,35238,74952,75092
24732,25060,80048,80160
24757,38381,73401,73461
24811,25270,79939,79980
24829,45321,67481,72369
24858,28638,78224,78280
24957,50096,67445,67502
25046,47846,68501,68607
25050,34024,75427,75499
25085,38652,73114,73149
25087,39370,72756,72787
25092,38705,73069,73134
25113,44635,70104,70148
25123,39560,72608,72709
25178,33311,75669,75842
25198,31245,76750,76807
25235,45586,69563,69616
25276,37575,73519,73630
25285,35152,74747,74816
25335,32336,76140,76189
25336,37032,73766,73866
25355,44592,70001,70052
25404,38209,73138,73249
25441,45489,46444,92626
25442,47130,68614,68814
25457,40800,71852,71891
25463,35611,74384,74542
25485,60406,62023,62086
25504,30262,77096,77138
25519,43980,70198,70303
25565,35459,74461,74515
25574,34705,74850,74871
25587,31936,76212,76265
25608,46371,68982,69039
25610,31922,76207,76261
25627,41344,71348,71681
25646,39035,72587,72732
25665,28808,77738,77789
25673,54137,65087,65103
25674,42545,70884,70897
25675,48722,67745,67858
25677,39169,72530,72624
25685,42666,70782,70867
25687,37576,73332,73405
25707,34891,74685,74717
25728,34005,75120,75147
25761,37770,73214,73255
25786,45970,69106,69138
25801,41555,71246,71398
25837,34943,74583,74637
25850,48852,67600,67698
25873,55909,64074,64144
25916,40066,71975,72043
25930,41129,71442,71499
25936,33144,75417,75503
25940,27020,78507,78533
26008,33271,75339,75382
26026,36168,73891,73915
26027,51118,66354,66501
26051,35750,74073,74126
26068,42428,70717,70787
26095,31102,76377,76426
26097,50754,66550,66599
26138,36306,73662,73894
26143,38107,72808,72942
26162,46016,68882,68940
26198,42042,70840,70920
26205,37317,73220,73258
26216,38361,72665,72758
26274,36111,73732,73883
26282,35587,74048,74083
26311,61096,61276,61317
26317,32918,75351,75414
26341,41331,71124,71204
26380,34721,74420,74479
26390,39779,71858,71973
26414,32547,75501,75538
26435,26887,78322,78356
26446,29519,76989,77046
26452,41602,70911,71035
26473,46002,68694,68831
26493,51427,66034,66046
26513,39314,72057,72116
26516,42578,70400,70506
26536,27107,78148,78209
26572,44085,69650,69693
26591,32849,75264,75296
26616,56239,63558,63587
26619,34016,74658,74707
26621,47084,68089,68206
26622,30298,76527,76553
26632,38634,72323,72411
26651,33446,74876,75027
26678,40686,71218,71418
26685,50668,66259,66388
26753,28972,76967,77308
26778,49521,66793,66908
26788,30014,76536,76662
26852,42568,70246,70334
26855,30062,76508,76575
26873,38427,72276,72424
26886,38639,72207,72268
26911,28551,77198,77340
26934,42417,70306,70343
26939,34835,74082,74144
26948,36245,73386,73421
26966,47885,67494,67655
26967,48711,67141,67181
26996,50967,65994,66043
27006,44769,68968,69257
27024,41476,70714,70786
27044,59994,61452,61510
27063,27924,77465,77548
27085,36886,72984,73045
27113,41319,70770,70798
27126,35064,73875,73935
27149,47466,67671,67714
27160,47495,67629,67716
27162,41929,70387,70522
27192,54332,64225,64251
27198,39549,71607,71646
27207,52714,64989,65090
27209,36502,73116,73173
27215,40888,70908,70989
27218,29538,54708,98536
27225,40998,70881,70896
27253,47926,67358,67463
27256,36551,73064,73129
27276,48451,67098,67175
27335,27916,77354,77395
27426,44512,68965,69097
27428,43666,69428,69478
27434,40279,71109,71178
27481,53848,64264,64407
27498,34640,73900,73962
27506,40307,71071,71116
27528,37357,72499,72616
27567,43800,69303,69330
27584,40564,70915,70937
27669,55761,63168,63402
27685,30913,75660,75742
27699,49800,66221,66280
27723,40103,71014,71160
27736,46916,49315,86033
27759,43485,69306,69450
27781,35422,73374,73423
27793,56642,62746,62819
27820,28921,76591,76668
27849,35215,73422,73514
27851,31859,75135,75155
27857,40306,70834,71003
27870,59743,61170,61217
27892,42535,69758,69815
27909,38869,71548,71674
27937,36455,72789,72819
27975,57646,62159,62220
27985,35395,73271,73349
27987,29024,76454,76535
28001,37966,71971,72062
28010,52674,64607,64709
28043,44722,49827,87408
28116,57584,60603,61330
28143,34928,73445,73484
28151,38516,71650,71683
28159,40018,70892,70931
28194,53620,64064,64122
28221,36777,72413,72589
28224,35468,73107,73201
28250,42348,69654,69748
28255,41456,70120,70169
28264,32586,74565,74585
28283,42945,69326,69446
28294,42767,69424,69515
28295,44872,68384,68449
28339,47530,67011,67120
28342,41402,70107,70149
28355,47289,67160,67196
28360,44082,68717,68841
28434,45902,67775,67889
28449,36541,72438,72572
28458,30547,75454,75541
28461,48737,66253,66549
28463,31795,74856,74886
28492,58452,61476,61580
28502,35610,72925,72963
28527,49579,65853,66041
28540,33617,73857,73986
28553,43312,69011,69124
28573,29379,75944,76104
28599,35242,73060,73099
28600,29413,75923,76064
28621,30100,75627,75652
28652,38394,71452,71502
28684,31435,74905,74976
28743,48211,66461,66585
28769,49686,65749,65796
28816,51570,64633,64981
28828,46667,67234,67271
28889,51298,64888,64925
28893,44157,53157,83793
28911,41961,69529,69599
28918,37641,71700,71741
28944,33036,73928,74092
28951,46038,67398,67613
28953,37655,71649,71743
28965,35537,72734,72764
28999,40062,70428,70511
29009,56033,62457,62501
29023,50409,65209,65359
29052,43075,68917,68956
29077,54168,63345,63410
29080,47616,66627,66677
29171,42802,68985,69042
29177,37214,71764,71845
29226,31721,74495,74558
29250,34896,72893,72961
29318,53963,63318,63401
29337,32012,74310,74341
29348,37361,71636,71655
