36185,38954
38633,93247,98033
44645,82712,98281
24212,50818,77447,77523
24310,62383,71636,71671
24311,58733,73422,73534
24352,46651,79436,79561
24357,53150,76212,76281
24379,48722,78386,78513
24416,42474,81482,81628
24494,56974,74222,74310
24507,63298,71071,71124
24509,54325,75537,75629
24515,41838,81774,81873
24543,41662,81838,81957
24567,50096,77631,77706
24616,62216,71548,71620
24618,45471,79925,79986
24654,54264,75519,75563
24718,48711,78252,78319
24835,58938,73078,73149
24839,63567,70766,70828
24865,63489,70803,70843
24927,44992,80031,80050
24952,64938,70006,70104
24985,44615,61333,99067
25036,64022,70391,70551
25065,46002,79400,79533
25087,54855,74989,75069
25123,52334,76214,76329
25209,42310,81177,81304
25270,44082,80264,80384
25431,60396,72015,72158
25441,55404,74565,74590
25485,61071,71686,71758
25564,61317,71500,71619
25608,58230,73048,73114
25610,52839,75681,75870
25646,50886,76683,76785
25815,60524,71782,71879
25837,39202,82455,82506
25940,61782,71109,71169
25973,49990,76989,77048
25998,55161,74360,74481
25999,45667,79126,79208
26023,60553,71681,71743
26027,51466,76207,76300
26076,58121,72819,72984
26095,51916,75909,76080
26106,51343,76227,76324
26143,55737,74027,74093
26153,65124,69299,69424
26264,61170,71218,71348
26297,44162,79713,79828
26310,44632,79440,79618
26311,67126,68197,68366
26445,67260,68089,68206
26459,46149,78663,78729
26478,67150,68152,68220
26513,52703,75357,75427
26577,48955,77141,77327
26614,65860,68694,68832
26615,57886,72732,72767
26616,51827,75715,75842
26622,56628,73349,73401
26651,57984,72631,72734
26753,45489,78800,78958
26756,37161,82990,83093
26763,52363,75382,75492
26772,62017,70564,70647
26851,55845,73630,73674
26873,46177,78413,78537
26887,39237,64659,99217
26911,42913,80047,80129
26988,61386,70786,70840
27006,34599,84171,84224
27162,53835,74461,74542
27252,48922,76849,76977
27274,47666,77478,77582
27355,60027,71239,71379
27366,52901,74834,74899
27367,54012,74279,74342
27468,45319,78525,78688
27481,53976,74219,74324
27759,45555,78310,78376
27823,65102,68468,68607
27863,55558,73238,73341
27885,42552,79728,79835
27969,54611,73655,73765
28001,63161,69363,69475
28143,61676,70033,70148
28270,64989,68326,68415
28434,56122,72673,72771
28449,61877,69766,69908
28458,60108,70652,70782
28502,65499,67938,68061
28553,65944,67716,67787
28599,50668,75316,75417
28684,46646,77294,77376
28808,62214,69449,69529
28911,63334,68821,68934
29024,47289,76810,76877
29348,55250,72644,72758
29429,58140,71173,71258
29790,64557,67764,67889
29844,59530,70262,70364
30122,53940,72893,73045
30152,49030,75356,75462
30199,61943,68876,68982
30624,55615,71834,71927
30708,60199,69484,69609
31150,52731,73012,73107
31323,61747,68397,68533
31326,57591,70506,70577
31470,60361,69031,69138
31557,53870,72211,72362
32033,63695,67050,67222
32313,59321,69124,69242
32547,57473,69944,70036
32571,54826,71220,71383
32586,65690,65794,65930
32711,55724,70751,70814
32756,58009,69563,69672
32806,44168,76451,76575
32837,54173,71452,71538
32874,44222,76377,76527
32890,56744,70129,70237
32928,62001,67480,67591
33014,47353,74757,74876
33025,61879,67514,67582
33081,56100,70343,70476
33221,57611,69517,69651
33298,54815,70908,70979
33375,52380,72062,72183
33393,63706,66400,66501
33420,55495,70501,70584
33552,63934,66234,66280
33591,54622,70867,70920
33903,46025,74980,75092
34024,61880,66998,67098
34185,56873,69446,69496
34245,56548,69553,69654
34594,62384,66437,66585
34617,64777,65275,65331
34763,64551,65301,65385
34771,53402,70896,70931
34780,64225,65366,65629
34797,63796,65640,65767
34896,45758,74629,74717
34943,64899,65027,65131
34995,62558,66190,66257
35016,52259,71296,71429
35307,62562,66033,66098
35322,51925,71311,71442
35378,54063,70246,70313
35385,53282,70620,70713
35406,61299,66599,66696
35441,61664,66388,66507
35573,59543,67398,67486
35725,61996,66084,66195
35808,61540,66237,66415
36193,58069,67845,67893
36309,52411,70610,70670
36501,62819,65303,65377
36531,49273,72047,72149
36541,60995,66203,66261
36777,64242,64408,64573
36809,59164,66952,67075
36880,64136,64438,64546
37140,44717,74048,74095
37209,63244,64697,64850
37227,63825,64423,64525
37315,47387,72589,72709
37373,53262,69616,69749
37450,44769,73866,73915
37860,61615,65230,65295
37924,58943,66456,66677
38120,60338,65746,65796
38224,54986,68304,68486
38227,56297,67701,67775
38248,40081,54392,97279
38361,52103,69735,69801
38411,51919,69774,69896
38987,57331,66785,66897
39011,52201,69303,69485
39318,48979,70815,70888
39560,55042,67658,67740
39601,48864,70737,70798
39664,41255,41381,97475
39712,61476,64346,64466
39716,56490,66815,66979
39769,62315,63913,64003
39802,55768,67183,67247
40062,57778,66040,66120
40227,51308,69209,69256
40314,59356,65109,65221
40494,60498,64440,64568
40504,58124,65623,65749
40629,41086,69830,78442
40665,57703,65779,65853
40672,58396,65317,65615
40795,50863,69126,69216
40987,50432,69257,69324
41154,60595,63988,64263
41483,56386,66041,66090
41687,50060,69106,69147
41937,58317,64774,64972
42134,54924,66393,66549
42398,55011,66194,66397
42422,46141,46354,95083
42428,57316,65103,65153
42473,43596,45947,97984
42567,59617,63839,63977
42578,43742,46542,97138
42662,48713,69295,69330
42692,55567,65742,65999
42786,44415,45871,96928
42919,62011,62499,62571
43345,61542,62497,62616
43611,59222,63545,63622
43738,46636,69788,69838
44085,58328,63768,63819
44423,56374,64570,64633
44658,60559,62353,62430
44699,61423,61851,62027
45106,59220,62801,62873
45116,59602,62588,62694
45180,60336,62143,62341
45669,58950,62635,62746
45813,56478,63756,63953
45970,58335,62811,62884
45993,56526,63564,63917
46346,48788,67385,67481
46647,52944,65174,65235
46877,56507,63270,63346
46976,59431,61771,61822
47114,57641,62577,62668
47212,55878,63402,63508
47321,57594,62521,62564
47575,58243,62023,62159
47674,58942,61654,61730
48038,56728,62584,62650
48457,59000,61213,61330
48967,58861,61056,61116
49317,59064,60749,60870
49632,52133,64053,64182
49720,59412,60253,60615
49804,54167,62877,63152
49813,58296,60890,61001
49895,54739,62666,62700
49900,58802,60439,60859
50004,56525,61677,61794
50011,58875,60486,60628
50177,58156,60694,60973
50478,56440,61454,61628
50773,54450,62338,62439
51543,58319,59876,60262
51681,57988,59975,60356
52003,54168,61865,61964
52520,54676,61352,61452
53111,54612,61097,61180
53195,53405,61660,61740
53837,56842,59597,59724
53904,58513,58751,58832
54286,57745,58815,59154
54395,55177,60091,60337
55139,56035,59367,59459
55539,57029,58354,59078
55730,56775,58627,58868
4,1466,32189,98123,98218
9,18,31345,99280,99348
14,1311,30533,99034,99108
26,3044,32672,97055,97203
28,5870,28370,97817,97915
30,909,31859,98558,98644
58,508,30100,99639,99695
59,3534,27010,99651,99746
79,4076,28295,98733,98817
98,1170,30223,99168,99341
150,1855,29077,99400,99518
151,1690,29131,99466,99562
174,1172,28893,99827,99934
207,2382,33220,97045,97146
250,1307,29948,99171,99324
258,1228,29168,99633,99713
274,40800,44235,45794,98897
288,377,29572,99870,99893
294,2652,30386,98245,98423
299,605,33541,97720,97835
320,592,29318,99860,99910
321,7445,27551,97286,97397
331,1706,32614,97644,97705
365,4942,30179,97216,97298
368,990,28948,99723,99971
381,3194,28956,98704,98765
398,41237,44041,45593,98731
410,927,29259,99652,99752
418,2420,29994,98536,98632
434,2599,31922,97493,97552
436,8024,27498,96973,97069
437,821,31237,98691,98814
472,2569,27653,99601,99705
482,609,29637,99582,99690
500,4994,29510,97457,97539
513,8734,28282,96195,96276
532,1800,29607,98981,99080
547,1324,28383,99748,99998
558,2960,36905,94743,94834
567,1056,28621,99798,99958
585,1239,29811,99145,99220
587,4525,27756,98522,98610
611,2916,28816,98749,98908
621,2295,30800,98101,98183
627,3014,27209,99506,99644
628,883,29929,99227,99333
646,2494,30228,98219,98413
647,3722,26439,99537,99655
651,740,33688,97398,97523
655,1114,30142,98998,99091
656,1117,29379,99359,99489
659,1285,31177,98364,98515
665,3041,28361,98882,99051
672,1355,28221,99841,99911
700,43088,43708,43810,98694
731,1763,30262,98591,98653
763,2016,28767,99158,99296
764,2610,28718,98873,99035
775,4951,30597,96771,96906
804,2884,26948,99642,99722
819,1217,28189,99885,99890
823,3137,27285,99350,99405
824,30077,40751,65246,93102
838,2033,28294,99355,99480
843,7061,33234,94394,94468
860,3912,34060,95534,95634
867,2803,33088,96554,96688
882,3518,28452,98537,98611
920,2546,27322,99538,99674
928,4136,33382,95715,95839
954,6226,29709,96510,96601
972,1520,28638,99398,99472
976,1541,33439,96969,97075
978,2406,28605,98956,99055
994,3033,27871,99009,99093
1001,4421,32223,96129,96226
1023,6457,31146,95665,95709
1053,2668,30857,97668,97754
1087,4184,27149,98726,98854
1095,2625,30301,97949,98030
1096,4868,29496,97231,97309
1098,1626,28264,99452,99560
1103,3077,30541,97594,97685
1120,3243,30862,97312,97463
1127,5407,32232,95576,95658
1156,2037,27892,99421,99494
1159,2138,26967,99764,99972
1163,1901,30342,98212,98382
1169,4301,30390,97000,97140
1198,40151,44824,45066,98761
1209,4719,32018,95980,96074
1215,3150,26788,99380,99467
1227,2605,28339,98824,99005
1235,1643,31795,97616,97711
1247,2337,28018,99115,99283
1248,2358,30057,98120,98217
1249,3204,32747,96320,96480
1252,3177,27975,98737,98859
1258,5933,29651,96528,96630
1291,1689,31174,97858,97988
1293,5168,31199,96118,96222
1294,8776,31425,94202,94303
1296,1741,27256,99758,99949
1306,4211,29080,97651,97752
1323,6802,30364,95675,95836
1325,4609,28121,97930,98015
1353,3139,29957,97718,97833
1384,2051,28527,98978,99060
1412,5999,35409,93521,93659
1427,1768,30219,98211,98375
1444,5890,29475,96553,96638
1445,3394,30535,97269,97357
1473,4963,34129,94666,94769
1510,3970,29009,97710,97801
1513,3292,31489,96795,96911
1521,3444,32943,96012,96080
1525,2861,30655,97430,97529
1535,4335,27820,98103,98207
1550,5134,29580,96804,96932
1558,2856,29504,98019,98063
1577,2553,27409,99155,99306
1593,5052,29389,96965,97001
1618,4090,30232,96986,97074
1661,5411,27567,97647,97714
1687,7087,29337,95862,96027
1696,4065,32220,95969,96050
1712,2123,29038,98530,98597
1747,2911,30054,97604,97684
1775,7029,27474,96808,96914
1781,2292,28652,98608,98667
1785,4527,31488,96069,96131
1808,7391,28900,95865,96036
1835,2446,30110,97766,97843
1847,1987,30112,98012,98042
1877,2596,32535,96440,96552
1890,4000,34255,94884,94971
1919,5033,32286,95357,95405
1928,3559,28003,98196,98314
1941,5843,28944,96570,96702
1955,6984,28250,96347,96464
1991,4074,33720,95094,95121
2015,4056,33133,95362,95434
2035,4109,29583,97067,97206
2074,4561,27729,97795,97841
2101,4049,28159,97815,97876
2121,2266,28842,98287,98484
2143,5326,34721,93883,93927
2157,3184,29023,97771,97865
2158,4374,27253,98080,98135
2161,8126,26735,96431,96547
2178,4949,30092,96332,96449
2234,6175,28951,96283,96357
2252,7609,30913,94581,94645
2282,2977,30661,96972,97108
2293,4540,30402,96297,96468
2339,5001,35360,93590,93710
2379,3740,29407,97181,97293
2407,2882,27218,98690,98803
2417,3261,28302,97974,98046
2450,4562,34400,94258,94330
2526,4361,27900,97570,97643
2557,5356,31652,95140,95295
2588,4907,27937,97266,97302
2595,8491,31544,93639,93731
2598,4620,29918,96353,96511
2613,3660,34834,94419,94474
2617,3511,35348,94224,94300
2658,4658,29170,96695,96819
2696,7235,33455,93264,93350
2713,3166,27258,98361,98502
2746,5165,31692,95113,95284
2748,5344,31619,95099,95190
2769,7150,28921,95546,95614
2773,4998,27276,97421,97532
2851,9641,28616,94401,94491
2869,3236,29251,97282,97362
2872,8858,27225,95471,95574
2900,4243,31773,95480,95604
2922,4735,30875,95679,95789
2957,4874,33685,94195,94289
2992,5426,32432,94514,94636
3003,7338,30415,94604,94640
3053,7758,31435,93846,93908
3063,3370,31585,95944,96038
3108,9484,36622,90338,90448
3121,3401,28868,97255,97355
3122,7668,28158,95462,95590
3124,5764,30274,95377,95461
3134,6035,30093,95347,95391
3211,6078,31916,94359,94436
3213,4022,28918,96898,96949
3233,4662,31007,95503,95595
3252,24788,44322,60168,97416
3253,5606,31591,94721,94829
3333,3895,27699,97510,97563
3337,4473,28506,96787,96897
3339,5249,30598,95369,95445
3385,3453,26047,98534,98581
3409,4766,32647,94546,94632
3425,4192,32086,95102,95195
3427,4944,33230,94142,94257
3433,6670,32682,93532,93683
3437,5663,29370,95685,95845
3456,8596,32877,92478,92593
3459,6950,27572,95947,96072
3487,5385,30832,95110,95186
3488,10153,31258,92494,92607
3503,10424,30185,92907,92981
3514,4229,34625,93785,93847
