37770,39144,39968
41388,82915,83022
43395,83035,93565
46132,86893,86975
65401,77245,77354
66979,76251,76770
70867,72709,76424
71204,73962,74834
71758,73900,74342
10953,29108,89928,90011
10976,29370,89738,89916
11004,34302,87290,87404
11043,25113,91855,91989
11122,26198,91277,91403
11230,31007,88825,88938
11234,26685,90984,91097
11236,41346,83624,83794
11244,35064,86807,86885
11315,44011,82309,82365
11318,52785,77892,78005
11340,17822,95377,95461
11372,35577,86457,86594
11374,30541,89013,89072
11398,37293,85608,85701
11405,41312,83551,83732
11462,27252,90616,90670
11519,31150,88642,88689
11569,28116,90137,90178
11598,19826,92580,95996
11658,26753,90762,90827
11669,39664,84281,84386
11677,39928,84171,84224
11699,31705,88256,88340
11736,23648,92243,92373
11774,40557,83787,83882
11791,19528,93411,95270
11858,29168,89445,89529
11863,22223,92923,92991
11947,33424,87241,87388
11979,39241,84353,84427
12014,34680,86610,86696
12132,31922,87944,88002
12181,34218,83988,89613
12219,23925,91851,92005
12224,44717,81416,81643
12283,35197,86213,86307
12302,41331,83138,83229
12306,23499,92042,92153
12316,31839,87870,87975
12333,32672,87479,87516
12458,33713,86887,86942
12481,32223,87599,87697
12495,48451,79417,79637
12512,32711,85258,89519
12540,26282,90525,90653
12550,42120,82622,82708
12586,35262,85991,86161
12703,50717,78258,78322
12757,37826,80175,89242
12761,20983,93081,93175
12822,54915,76064,76199
12826,36320,85376,85478
12910,28944,89019,89127
12911,25815,90596,90678
12921,43194,81915,81970
12932,40518,79398,87152
13027,35780,85558,85635
13070,36266,85289,85375
13075,50630,78043,78252
13147,33038,86875,86940
13296,22526,92028,92150
13391,33585,86452,86572
13436,28786,88831,88947
13447,24939,90761,90853
13507,30558,87932,88003
13540,44886,80735,80839
13555,30547,87918,87980
13628,28463,88908,89001
13644,51653,77308,77395
13658,31878,87170,87294
13660,27113,89584,89643
13678,49035,78523,78764
13758,42100,82049,82093
13792,36395,84848,84965
13854,24811,90630,90705
13872,33188,86403,86537
13968,30484,87741,87807
13977,33485,86171,86367
14004,38338,83784,83874
14021,36778,84568,84633
14081,40564,82639,82716
14104,36946,84450,84500
14117,29948,87934,88001
14199,32105,86794,86902
14235,49079,78310,78376
14281,40686,82491,82542
14310,25582,90010,90098
14319,42775,81412,81494
14322,45348,80101,80229
14338,40395,82585,82682
14342,43490,81009,81159
14355,27759,88889,88997
14360,31816,86869,86955
14394,31414,87033,87159
14437,34677,85379,85507
14485,53288,73884,78343
14574,33770,85771,85885
14593,34607,85346,85454
14603,44669,79024,81704
14629,29459,87917,87995
14648,28018,88643,88691
14662,26143,89572,89623
14672,35943,84628,84757
14742,32189,86462,86607
14756,36900,83023,85321
14802,29429,84480,91289
14833,27752,88646,88769
14843,34615,85228,85314
14910,40129,82455,82506
14927,37850,83536,83687
14936,42523,81228,81313
14959,44079,80417,80545
14994,26909,89007,89090
15006,37214,83862,83918
15011,41194,81838,81957
15030,30386,87230,87354
15069,38494,83164,83273
15074,34875,84999,85052
15094,40672,76057,88177
15117,37176,83808,83899
15123,51826,76346,76705
15129,46888,78914,79069
15154,40411,82170,82265
15201,34640,85010,85149
15253,36660,83997,84090
15333,35652,84479,84536
15336,45215,79662,79787
15428,37834,83344,83394
15451,28921,87767,87861
15453,38960,82751,82836
15482,32577,85908,86033
15495,38989,82734,82782
15533,43460,80445,80562
15553,31073,86629,86745
15652,35385,84436,84527
15727,23115,90514,90644
15769,39802,82167,82262
15770,51919,76104,76207
15780,50818,76596,76806
15810,25687,89207,89296
15824,36101,83986,84089
15880,37310,83373,83437
16007,20651,91625,91717
16015,54007,74899,75079
16020,35212,84342,84426
16081,24616,89633,89670
16149,26053,88853,88945
16177,26756,88492,88575
16184,35307,84212,84297
16221,48301,77688,77790
16228,48769,77402,77601
16238,47318,78125,78319
16250,38750,82480,82520
16272,45188,79214,79326
16279,42552,80541,80628
16302,39560,82012,82126
16315,27857,87882,87946
16355,45871,78566,79208
16362,35693,83956,83989
16423,54438,74481,74658
16466,45898,78703,78933
16534,35322,84028,84116
16560,54859,65102,83479
16574,54986,74116,74324
16651,47005,78135,78209
16667,31621,85787,85925
16674,27126,88039,88161
16696,43786,79702,79816
16743,38856,82163,82238
16749,45759,78397,79095
16777,33541,84754,84928
16826,37624,82722,82828
16840,47196,77944,78020
16855,28458,87289,87398
16857,44085,79361,79697
16858,31632,82051,89459
16862,67183,67671,68284
16876,42493,80254,80377
16940,34006,84504,84550
16959,45683,78507,78851
16996,50091,76377,76536
16997,56818,72811,73374
17066,33144,84860,84930
17091,28769,87012,87128
17118,45057,78869,78956
17184,29911,86413,86492
17194,60214,71144,71448
17257,38289,82184,82270
17275,28067,87266,87392
17399,44162,79156,79283
17431,47018,77676,77875
17452,36530,82964,83054
17668,30755,85763,85814
17673,42479,79882,79966
17771,58009,71782,72438
17789,34260,83949,84002
17826,38003,82056,82115
17829,39172,81458,81541
17869,45902,78081,78148
17871,29478,86270,86381
17893,31153,85437,85517
17908,44209,78901,78982
17918,50985,75511,75586
17973,25386,88265,88376
17991,45940,77787,78282
17995,25442,88235,88328
18021,43228,79311,79440
18035,47828,77000,77137
18168,48145,76810,76877
18245,38209,81733,81813
18250,45453,77964,78333
18288,46154,77572,77986
18495,34104,83608,83793
18558,40880,80050,80512
18599,37286,82043,82072
18610,46323,77442,77625
18624,37160,82058,82158
18637,31572,84833,84958
18694,34608,83336,83362
18735,39705,80723,80837
18746,46914,76887,77453
18841,24543,88248,88368
18862,53622,73512,74004
18934,40996,79931,80139
18961,40813,80048,80178
19003,54459,73220,73318
19045,38949,80917,81089
19110,47674,76431,76785
19153,59355,70577,70915
19246,61386,69553,69815
19249,40227,80200,80324
19288,39254,80712,80746
19317,36759,77048,86876
19412,27885,86319,86384
19625,34786,82754,82835
19642,37240,81487,81631
19730,39830,80109,80331
19916,46877,70266,82941
20156,39226,80265,80353
20221,33494,83095,83190
20276,48788,75417,75519
20305,51730,73883,74082
20321,51728,73732,74219
20346,37173,81177,81304
20456,32747,83352,83445
20524,43732,77796,77948
20598,31008,84159,84235
20653,31359,83574,84414
20743,65275,66929,67053
20770,49883,74531,74816
20802,25930,86587,86681
20984,49232,74637,75147
21012,34060,82257,82671
21034,49468,74647,74851
21046,21452,88684,88818
21063,27969,85442,85526
21105,35622,65568,97705
21130,41971,78386,78513
21178,46293,76189,76340
21181,52492,73078,73249
21228,57513,70590,70669
21245,27218,85718,85819
21259,48384,75019,75338
21280,50577,74048,74095
21294,41269,78693,78744
21309,49176,74629,74886
21324,52743,72819,73114
21347,48253,75145,75255
21676,44154,71389,82781
21687,42568,77791,77954
21713,45030,76574,76683
21718,31952,83106,83224
21772,47378,74980,75870
21783,40018,79045,79154
21818,36151,80816,81215
21895,32490,82778,82837
21942,46420,75715,75923
21950,58140,60199,79711
22006,45055,75842,77097
22031,26693,85599,85677
22046,44157,76851,76946
22054,41028,78323,78595
22187,23643,85216,88954
22246,46223,75669,75862
22264,39671,78927,79138
22320,30988,83314,83378
22333,49809,73766,74092
22350,39892,78800,78958
22359,25046,86227,86368
22435,51820,72413,73332
22447,28204,84625,84724
22540,46705,75339,75416
22541,38413,79439,79607
22560,50582,73396,73462
22596,55161,70860,71383
22690,59136,68944,69230
22697,23909,86633,86761
22865,35360,72589,89186
22886,64408,66318,66388
22908,34533,81234,81325
22938,60498,67858,68706
23006,38451,79172,79371
23012,50237,73306,73445
23038,46598,75020,75344
23090,50733,72764,73413
23097,30152,83340,83411
23098,61317,67259,68326
23134,41444,77679,77743
23135,48196,64407,84262
23226,36187,74871,85716
23381,37246,79627,79746
23390,43398,76405,76807
23456,46025,75092,75427
23495,50515,72891,73099
23532,39382,76265,80821
23534,38278,79025,79163
23583,47084,74585,74748
23678,25732,84153,86437
23737,39740,70751,85772
23760,33766,80720,81754
23940,37060,79382,79618
23955,40929,77327,77789
23958,29650,83156,83236
23973,58107,68636,69284
23997,45945,74989,75069
24034,46243,74747,74976
24038,33370,81254,81338
24056,55539,70005,70400
24091,61170,67157,67582
24158,40316,77723,77803
24231,44812,66089,84868
24252,55730,69749,70269
24286,37196,79112,79406
24309,52902,71169,71620
24311,31762,81920,82007
24387,40396,66852,88365
24413,29504,82990,83093
24508,34432,80273,80787
24515,29009,78898,87578
24533,42417,76300,76750
24547,33420,80946,81087
24567,44478,75295,75660
24606,40287,77474,77633
24647,46130,73685,75538
24732,36726,79186,79356
24829,37658,78718,78795
24836,47074,73800,74290
24865,38639,78086,78410
24927,49269,63796,82008
24983,38067,78413,78537
24985,43026,75909,76080
25016,34844,79980,80160
25060,31381,81391,82168
25065,62450,65978,66507
25085,39370,77736,77809
25147,56570,69026,69257
25209,52268,71071,71452
25276,42545,76039,76140
25335,38852,77833,77980
25502,34613,79908,79977
25607,47809,73201,73383
25639,43666,75261,75434
25761,32595,80740,80904
25873,51925,70891,71311
25940,43316,75282,75462
25998,41526,76159,76317
26023,31917,80949,81111
26205,39204,77130,77461
26275,37637,69693,86395
26311,31313,80854,81522
26341,43800,74724,75135
26414,27653,82926,83007
26445,55814,68501,69240
26459,44642,74404,74495
26473,37361,78028,78138
26493,37559,77938,78010
26536,38626,77344,77494
26614,30110,81503,81773
26619,42784,75096,75501
26735,49179,71937,72149
26772,39956,76329,76943
26796,45623,73666,73915
26884,40406,76177,76533
26887,52368,69942,70803
26895,41398,69834,81873
26948,45655,73635,73762
26996,51091,70843,71070
27006,41635,75503,75856
27010,31875,80530,80585
27041,47466,72624,72869
27047,57996,67443,67514
27192,30875,80867,81066
27253,32571,80047,80129
27258,32799,79939,80004
27367,31936,80295,80402
27391,46588,72872,73149
27409,39601,76214,76776
27468,52390,65317,74825
27529,48038,72088,72345
27567,34834,78686,78913
27569,34076,75884,82471
27572,50395,70798,71235
27685,46681,72616,73018
27705,28465,81871,81959
27725,41937,74558,75780
27729,35348,78248,78675
27756,49010,71584,71650
27870,43869,74049,74212
27975,54480,68589,68956
27979,57009,67272,67740
27985,45813,73064,73138
28001,52703,69475,69821
28151,42578,74410,74861
28189,47805,71944,72062
28194,52806,69039,69961
28212,58036,60618,73134
28250,38042,76774,76934
28282,60267,65603,65848
28283,38988,76187,76542
28295,37515,76814,77376
28339,44231,72041,75389
28397,40888,75178,75537
28400,47391,71852,72357
28449,58357,66431,66763
28452,47926,71764,71858
28461,45489,72944,73106
28492,34108,78662,78738
28502,31146,77936,82416
28506,61747,64828,64919
28551,59742,65623,66084
28587,39868,75637,75908
28599,48691,71191,71519
28616,42710,74101,74573
28643,42474,74341,74542
28652,47951,71548,71849
28655,41349,73461,76535
28828,31250,79890,80032
28868,44176,73045,73911
28905,58868,66033,66194
28939,34891,78059,78111
28948,47543,71713,71796
28953,49105,70840,71102
28964,43378,73765,73893
28999,42442,74230,74329
29038,58458,66226,66278
29052,31648,79534,79766
29074,54122,67698,69106
29170,42723,66019,82088
29250,40629,74764,75357
29259,45586,72416,72739
29348,38224,76002,76426
29389,37201,71636,81774
29413,51522,69299,69766
29462,58751,65746,66041
29510,45818,72276,72396
29519,54341,67126,69014
29538,31916,79239,79307
29580,46558,71500,72362
29590,60399,64570,65441
29607,46009,72113,72271
29636,50754,63839,75771
29709,36438,76849,77004
29750,34307,77866,78077
29774,56327,66749,67150
29807,40252,74733,75208
29811,41455,74167,74567
29844,44696,72472,72988
29870,41334,73891,74905
29918,38755,75454,75873
29994,60291,64562,65153
30011,57832,65779,66378
30062,62315,63555,64068
30064,31488,70511,87937
30089,44019,72634,73258
30093,51491,68988,69428
30100,54126,67572,68202
30112,50886,69137,69865
30122,47618,70818,71442
30136,47068,71327,71469
30142,30861,79436,79561
30179,60018,64568,65235
30181,47637,70962,71220
30214,56701,66152,66933
30219,38954,75264,75563
30221,53363,67864,68552
30223,43259,73069,73449
30232,38432,75612,75724
30273,50057,69774,69896
30274,36962,76313,76451
30301,50169,69478,70052
30364,38959,75136,75541
30390,46456,71499,71655
30393,43702,72732,73173
30402,36670,76375,76553
30407,32941,78295,78357
30441,32409,72188,84962
30493,43556,72572,73379
30526,42398,73421,73655
30535,42653,73328,73484
30545,40178,74401,74876
30624,45333,71927,72116
30688,49921,69633,69758
30690,33617,77748,77945
30712,44482,72366,72440
30725,44215,72395,72665
30773,42991,72893,73343
30793,60891,64074,64242
30800,52951,68062,68187
30803,55222,66815,67160
30816,44615,66464,78105
30832,50909,68155,70104
30834,45785,71534,71847
30869,59037,64848,65246
30918,40420,74201,74461
30920,49454,69788,69838
30934,45538,71649,71879
30943,61728,63276,64053
30968,50863,68863,69306
30982,44487,66250,78281
31019,50030,69216,69735
31061,43738,72407,72794
31102,42441,73116,73341
31174,50855,57940,80031
31208,60804,63612,64376
31238,58903,64546,65313
31243,50177,69134,69446
31258,47850,70107,70785
31406,50599,67181,70814
31450,40792,73665,74093
31470,41574,73422,73534
31544,43854,71971,72631
31630,47551,70343,70476
31637,57265,65377,65721
31643,43047,72554,72756
31652,52708,67769,67871
31659,46801,70652,70888
31673,47353,70237,70737
31692,60231,63829,64248
31716,35646,67938,84700
31722,48907,69147,70224
31752,38227,65615,84406
31773,37242,75356,75629
31780,39397,74386,74437
31783,43949,71857,72411
31795,36887,54063,97255
31895,55243,57578,75284
31900,55768,65895,66437
31905,55689,65991,66415
31911,60559,63508,64022
31919,54850,66554,66677
31943,54054,66957,67046
31964,39716,74010,74310
32012,40661,73548,73779
32033,34950,76454,76563
32060,45631,62383,79926
32071,53584,67098,67247
32072,53150,67234,67544
32076,38614,74581,74729
32086,34730,76527,76657
32115,47421,69912,70552
32118,39803,73935,74144
32191,49239,69126,69444
32232,54430,66501,66837
32260,57765,64844,65131
32281,44266,71619,71834
32286,49113,69238,69363
32313,49891,68366,69430
32336,53555,66887,67222
32342,38715,74360,74583
32347,46885,70262,70506
32433,47610,69651,70306
32456,35468,75948,76128
32476,37567,74686,75271
32479,56728,65243,65550
32534,45274,71035,71157
32547,43678,59220,84555
32555,53527,66920,66998
32562,37370,73079,76989
32586,46399,70364,70651
32592,49550,68876,68982
32611,51451,67776,68162
32614,33675,76635,77076
32618,50805,67994,68583
32656,45471,70757,71116
32657,57131,65090,65122
32733,38156,74515,74596
32743,50374,67998,68885
32762,41206,72984,73048
32773,53710,66257,67260
32778,60475,63180,63567
32809,45638,70564,70989
32837,40462,73278,73423
32849,60633,62584,63934
32871,42439,72266,72424
32877,35833,75492,75798
32879,60108,63468,63545
32884,42403,72183,72530
32889,36777,75018,75316
32904,44769,70979,71348
32905,33446,76343,77306
32915,35880,67010,84195
32918,40246,72809,74027
32928,41070,72942,73060
32943,42265,72293,72499
32975,58864,60100,68061
32986,35770,75592,75652
33014,43688,71398,71900
33016,39230,49122,98632
33028,58773,63948,64251
33036,36997,74934,75033
33054,52157,67326,67463
33058,45124,70897,70921
33071,40017,60826,86086
33081,43450,71674,71795
33083,37019,74856,75042
33109,45287,70770,70834
33133,43156,71681,72030
33154,43810,71429,71607
33168,53006,66761,67065
33174,45403,70595,70828
33196,43920,63461,79423
33209,46271,70209,70311
33234,48864,68304,69598
33246,38407,73662,74685
33271,41543,72057,73129
33288,41402,72608,72702
33298,51343,67311,68048
33380,41148,72547,72925
33382,36864,74687,75067
33386,57569,64438,64607
33393,50224,68141,68242
33439,49751,67991,68819
33525,38679,73519,74277
33564,35108,75647,75681
33591,45319,62293,78797
33612,42658,71683,72047
33641,54012,65947,66400
33688,42360,71700,72252
33693,53824,65690,66793
33709,40889,72457,72945
33739,48604,68717,68940
33768,38142,73894,74196
33774,40887,72587,72752
33788,54711,65571,65930
33802,45490,69926,70782
33808,43972,71014,71206
33820,38633,73619,73928
33832,35671,75146,75351
33882,50430,67481,68207
33903,45595,70001,70501
33934,35026,71258,79782
33956,51546,67140,67358
34005,58861,63541,63593
34027,44925,60763,80285
34039,49094,67658,69209
34064,35191,75323,75422
34065,37408,74214,74313
34089,43059,71246,71606
34129,44722,70539,70610
34177,47602,68965,69256
34184,43745,70911,71160
34245,46967,69303,69485
34252,34535,75568,75645
34255,42128,71644,71973
34335,45602,69672,70391
34371,37790,73875,73964
34406,46955,56012,82627
34448,39834,72715,73003
34450,49752,67401,68397
34462,44130,70500,70908
34477,40504,72211,72808
34481,35903,74750,74866
34524,55593,56628,73255
34558,56192,64325,64925
34594,43045,70881,71480
34599,47808,68694,68899
34612,48967,68089,68332
34617,54285,65522,65576
34625,38481,65937,80957
34626,38064,73214,74096
34635,44041,70387,70937
34639,41380,71753,72228
34689,36174,74420,74717
34705,44699,70074,70522
34747,49800,67708,67745
34758,57115,61406,66721
34763,41483,71711,72043
34766,53564,65749,65921
34797,52860,57188,75155
34835,43478,70756,70931
34839,36680,74202,74279
34893,36337,74222,74548
34896,57096,63120,64888
34943,47532,68608,68917
34972,42535,70901,71592
35008,57101,63334,64557
35016,43971,70198,70815
35037,35843,74479,74641
35042,49152,67320,68486
35067,54097,65209,65627
35129,47744,68295,68832
35139,54019,61510,69332
35152,50940,66387,67521
35163,45794,69138,69905
35179,61476,61631,61714
35215,36793,73866,74126
35236,43440,70607,70717
35242,45593,69515,69650
35275,49097,67476,68152
35287,57088,63756,63869
35300,48843,67848,68009
35301,55880,64122,64697
35304,49369,67613,67714
35357,53300,65323,66020
35374,38234,72545,73847
35378,49460,67398,67764
35395,55064,64440,65101
35404,42930,70547,71119
35409,59152,62562,62877
35411,53767,65114,65708
35440,59480,62430,62650
35441,56804,63817,63938
35453,50175,66886,67486
35459,45120,69496,69925
35479,54881,64659,64981
35523,57389,63470,63618
35528,35611,74384,74477
35556,43111,70620,70713
35562,52216,66032,66190
35573,38516,72673,73238
35587,36768,73659,73986
35642,49469,67409,67480
35666,60630,61740,61964
35669,39712,71975,72644
35675,41442,71345,71538
35699,53535,64972,65794
35718,57637,63244,63401
35750,44249,69616,70385
35763,44316,68814,71107
35768,53904,65027,65301
35795,36275,73857,74073
35802,41147,71088,71963
35841,41860,71003,71296
35848,54654,64411,65087
35870,44415,69801,69914
35884,45693,69097,69326
35895,37857,72734,73514
35917,36242,73542,74299
35926,45591,61708,76775
35934,55913,63901,64252
36035,45133,69378,69454
36054,44377,69563,70006
36074,51916,65796,66214
36076,51247,66221,66456
36102,47669,59857,76372
36124,37838,72767,73271
36132,44179,69517,70172
36148,55629,64003,64220
36183,39789,71870,72158
36185,52901,65221,65693
36193,37317,73193,73297
36240,41966,70670,71124
36245,56122,63587,64046
36250,48714,67301,67735
36263,42042,70811,70884
36306,51831,65629,66234
36309,39665,71690,72336
36314,58611,62501,62574
36316,49803,66696,67185
36348,44393,62591,76668
36366,56942,63318,63374
36386,47060,67893,68661
36388,46985,67796,68831
36403,50018,66627,66952
36428,42786,70148,70638
36429,46495,68206,68870
36445,38769,72015,72771
36453,36691,73405,73451
36455,47566,64253,71726
36464,57649,62911,62976
36502,53813,64747,64938
36504,55171,63981,64344
36580,59565,61856,61999
36615,50639,66090,66656
36622,60285,61097,61996
36626,43699,69607,70068
36630,43312,58959,81099
36704,39223,71981,72092
36718,43950,69424,69908
36750,47885,67134,68231
36770,54587,64177,64466
36830,53138,64774,65258
36840,58627,62027,62506
36880,44658,69006,69456
36886,36995,73012,73107
36905,49732,66623,66740
36943,38783,66568,77706
36996,50658,65761,66585
37036,49371,66397,67196
37077,37570,72595,72758
37090,46667,67775,68468
37097,42306,70169,70428
37115,40655,70584,71646
37143,50963,52714,79180
37182,45891,68385,68542
37199,55615,63429,63757
37209,58230,62220,62341
37216,38832,71745,72207
37227,50914,65819,66040
37315,42234,65499,74952
37332,49526,66354,66788
37354,49925,66046,66675
37357,42084,70246,70313
37385,44702,68882,69031
37399,59104,61407,62090
37437,44824,68533,69206
37449,44230,69012,69309
37451,40297,71013,71239
37469,51806,59552,71173
37498,53274,64551,64677
37510,56573,62439,63478
37522,57076,62531,62871
37566,50139,66034,66261
37574,53007,58396,71023
37575,51308,65500,65617
37576,55495,63161,63768
37655,57713,62214,62418
37733,47173,67494,67600
37756,60210,60875,61159
37860,38131,71686,72323
37877,59518,60821,61784
37907,50994,65100,65999
37916,39484,71182,71418
37924,42357,69599,70120
37933,39193,71118,71756
37945,56425,62746,62884
37953,39217,71109,71721
37966,44024,68968,69042
37976,39628,71178,71218
37996,49425,55724,76855
38035,52103,64759,65103
38074,52553,64384,64989
38107,55119,63152,63622
38113,50425,59953,71509
38120,40652,70514,70714
38160,51350,65124,65366
38193,51006,64948,65853
38194,39314,70990,71502
38199,45555,67879,68367
38248,47034,67107,67611
38264,49636,65980,66120
38266,53837,63558,64339
38279,45475,62123,74123
38287,40081,43096,98536
38295,49960,65542,66203
38308,48122,66636,66934
38330,46860,67219,67591
38344,43901,68821,68934
38394,51118,64850,65638
38403,49048,66088,66461
38411,39858,44087,97644
38427,47251,67071,67251
38476,59855,60553,61116
38482,42540,69449,69529
38501,53402,63825,64272
38505,57948,61540,62007
38539,55837,61647,63977
38599,44035,68614,68752
38605,51704,64673,65018
38610,39711,70787,70892
38634,44391,68404,68571
38642,47831,66599,66928
38712,57038,61615,62635
38775,40993,69943,70289
38847,50422,65309,65422
38848,59367,60796,60989
38857,54128,59744,67271
38869,41993,69009,70129
38890,56126,62289,62695
38926,51059,64785,65230
38931,52411,64235,64423
38974,46089,60238,74699
38987,55464,62459,63090
38996,56248,62174,62582
38999,58802,61064,61135
39012,48142,66280,66566
39039,44899,67889,68173
39075,40079,67445,73401
39078,48979,65845,66098
39118,57594,61259,62029
39145,53781,63379,63695
39157,49258,65591,65994
39169,43868,68449,68514
39170,41660,66207,72963
39196,41302,69295,70207
39197,50264,64797,65742
39235,44007,59617,77141
39262,45970,67300,67468
39292,50801,64602,65305
39318,51924,64264,64494
39333,55066,62668,62933
39424,52523,63828,64225
39429,40884,69654,70033
39463,51273,58344,70920
39491,44187,44302,92002
39496,42662,68512,69330
39542,45494,67299,67665
39549,53329,63402,63720
39590,43220,68415,68775
39623,41460,64650,74267
39669,59445,60262,60624
39729,55496,62159,62616
39746,47184,66259,66811
39769,40705,69450,70076
39792,52762,63310,64136
39811,54708,56239,69242
39839,48327,65652,66182
39848,54777,62532,62843
39893,44821,67570,67716
39919,54356,62819,62906
39970,43893,67629,68508
39981,41344,69011,69664
39988,44434,67733,67845
40062,43980,67738,68220
40076,46016,66897,67011
40101,54395,62558,62946
40151,46916,66037,66896
40155,49271,65189,65385
40174,50560,64124,65142
40201,41838,63529,74432
40217,56563,61299,61921
40282,52664,63480,63574
40306,55177,61641,62876
40318,40870,69338,69474
40348,50449,64525,64678
40441,58733,60361,60465
40457,56088,61454,62001
40484,55206,61992,62318
40494,41610,68841,69055
40565,55648,61746,62041
40621,40912,68719,69748
40637,53405,62564,63394
40642,52771,57646,68941
40658,53340,62704,63298
40698,51331,63906,64065
40794,49869,64628,64709
40864,52969,62796,63371
40881,55277,61321,62521
40987,41566,68123,69324
41079,49521,60542,68858
41086,50718,63953,64243
41121,58448,59876,60555
41129,41683,68384,68804
41154,56515,60770,61561
41248,56873,60337,61542
41279,45779,66393,66549
41305,44445,67075,67175
41319,47242,65396,66043
41365,55042,61771,61822
41378,57291,60614,60717
41381,55466,61276,61877
41401,53976,62017,62606
41429,49658,64396,64517
41456,58943,59410,60191
41469,45744,66237,66550
41518,54809,61730,61943
41522,43615,67208,67655
41555,43966,67031,67448
41559,49789,56384,72268
41622,51372,63187,63819
41662,51357,63410,63571
41672,51178,63389,63761
41754,45321,66253,66672
41781,56266,60336,61617
41792,56525,60791,60892
41833,49632,64182,64353
41923,56018,60963,61096
41947,54468,61640,61945
41949,49721,61970,66360
41965,52402,62779,62854
41979,46572,57760,73689
42043,51681,62989,63287
42057,55139,61352,61452
42063,45918,65860,66159
42075,44322,66723,66880
42087,57704,59968,60241
42097,53717,54702,69484
42134,52520,62338,63008
42136,42783,67294,67787
42146,50472,63469,63913
42184,44868,66163,66785
42264,47769,57473,72494
42294,54241,58707,64758
42348,55761,60603,61288
